kingdom	phylum	class	order	family	genus	sequence	taxon_id
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobrevibacter	t1
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanosphaera	t2
Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	CP012850_g	Archaea Thaumarchaeota Nitrososphaeria Nitrososphaerales Nitrososphaeraceae CP012850_g	t3
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	JF807641_g	Bacteria Acidobacteria Acidobacteriia Acidobacteriales Acidobacteriaceae JF807641_g	t4
Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae	HQ597814_g	Bacteria Acidobacteria Blastocatellia Blastocatellales Blastocatellaceae HQ597814_g	t5
Bacteria	Acidobacteria	CP015136_c	CP015136_o	CP015136_f	GU260705_g	Bacteria Acidobacteria CP015136_c CP015136_o CP015136_f GU260705_g	t6
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae	LCZK_g	Bacteria Actinobacteria Acidimicrobiia Acidimicrobiales Microthrixaceae LCZK_g	t7
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae	Actinobaculum	Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae Actinobaculum	t8
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae	Actinomyces	Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae Actinomyces	t9
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae	Actinotignum	Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae Actinotignum	t10
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae	Arcanobacterium	Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae Arcanobacterium	t11
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae	Mobiluncus	Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae Mobiluncus	t12
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae		Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae NA	t13
Bacteria	Actinobacteria	Actinobacteria_c	Actinomycetales	Actinomycetaceae	Trueperella	Bacteria Actinobacteria Actinobacteria_c Actinomycetales Actinomycetaceae Trueperella	t14
Bacteria	Actinobacteria	Actinobacteria_c	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Bacteria Actinobacteria Actinobacteria_c Bifidobacteriales Bifidobacteriaceae Alloscardovia	t15
Bacteria	Actinobacteria	Actinobacteria_c	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bacteria Actinobacteria Actinobacteria_c Bifidobacteriales Bifidobacteriaceae Bifidobacterium	t16
Bacteria	Actinobacteria	Actinobacteria_c	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Bacteria Actinobacteria Actinobacteria_c Bifidobacteriales Bifidobacteriaceae Gardnerella	t17
Bacteria	Actinobacteria	Actinobacteria_c	Bifidobacteriales	Bifidobacteriaceae		Bacteria Actinobacteria Actinobacteria_c Bifidobacteriales Bifidobacteriaceae NA	t18
Bacteria	Actinobacteria	Actinobacteria_c	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	Bacteria Actinobacteria Actinobacteria_c Bifidobacteriales Bifidobacteriaceae Parascardovia	t19
Bacteria	Actinobacteria	Actinobacteria_c	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Bacteria Actinobacteria Actinobacteria_c Bifidobacteriales Bifidobacteriaceae Scardovia	t20
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Corynebacteriaceae Corynebacterium	t21
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Corynebacteriaceae		Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Corynebacteriaceae NA	t22
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Corynebacteriaceae	Turicella	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Corynebacteriaceae Turicella	t23
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	CP009312_f	CP009312_g	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales CP009312_f CP009312_g	t24
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Dietziaceae	Dietzia	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Dietziaceae Dietzia	t25
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Mycobacteriaceae Mycobacterium	t26
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales			Bacteria Actinobacteria Actinobacteria_c Corynebacteriales NA NA	t27
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Nocardiaceae	Gordonia	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Nocardiaceae Gordonia	t28
Bacteria	Actinobacteria	Actinobacteria_c	Corynebacteriales	Nocardiaceae	Rhodococcus	Bacteria Actinobacteria Actinobacteria_c Corynebacteriales Nocardiaceae Rhodococcus	t29
Bacteria	Actinobacteria	Actinobacteria_c	Frankiales	Geodermatophilaceae	Blastococcus	Bacteria Actinobacteria Actinobacteria_c Frankiales Geodermatophilaceae Blastococcus	t30
Bacteria	Actinobacteria	Actinobacteria_c	Frankiales	HQ910322_f	HQ910322_g	Bacteria Actinobacteria Actinobacteria_c Frankiales HQ910322_f HQ910322_g	t31
Bacteria	Actinobacteria	Actinobacteria_c	Frankiales	Nakamurellaceae	Nakamurella	Bacteria Actinobacteria Actinobacteria_c Frankiales Nakamurellaceae Nakamurella	t32
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Beutenbergiaceae	Miniimonas	Bacteria Actinobacteria Actinobacteria_c Micrococcales Beutenbergiaceae Miniimonas	t33
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Brevibacteriaceae	Brevibacterium	Bacteria Actinobacteria Actinobacteria_c Micrococcales Brevibacteriaceae Brevibacterium	t34
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Brevibacteriaceae	Spelaeicoccus	Bacteria Actinobacteria Actinobacteria_c Micrococcales Brevibacteriaceae Spelaeicoccus	t35
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Cellulomonadaceae	Cellulomonas	Bacteria Actinobacteria Actinobacteria_c Micrococcales Cellulomonadaceae Cellulomonas	t36
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Dermabacteraceae	Brachybacterium	Bacteria Actinobacteria Actinobacteria_c Micrococcales Dermabacteraceae Brachybacterium	t37
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Dermabacteraceae	Dermabacter	Bacteria Actinobacteria Actinobacteria_c Micrococcales Dermabacteraceae Dermabacter	t38
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Dermabacteraceae	Helcobacillus	Bacteria Actinobacteria Actinobacteria_c Micrococcales Dermabacteraceae Helcobacillus	t39
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Dermacoccaceae	Dermacoccus	Bacteria Actinobacteria Actinobacteria_c Micrococcales Dermacoccaceae Dermacoccus	t40
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Dermacoccaceae	Kytococcus	Bacteria Actinobacteria Actinobacteria_c Micrococcales Dermacoccaceae Kytococcus	t41
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Intrasporangiaceae	Knoellia	Bacteria Actinobacteria Actinobacteria_c Micrococcales Intrasporangiaceae Knoellia	t42
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Intrasporangiaceae		Bacteria Actinobacteria Actinobacteria_c Micrococcales Intrasporangiaceae NA	t43
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Microbacteriaceae	Leucobacter	Bacteria Actinobacteria Actinobacteria_c Micrococcales Microbacteriaceae Leucobacter	t44
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Microbacteriaceae	Lysinimonas	Bacteria Actinobacteria Actinobacteria_c Micrococcales Microbacteriaceae Lysinimonas	t45
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Microbacteriaceae		Bacteria Actinobacteria Actinobacteria_c Micrococcales Microbacteriaceae NA	t46
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Bacteria Actinobacteria Actinobacteria_c Micrococcales Microbacteriaceae Pseudoclavibacter	t47
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Microbacteriaceae	Zimmermannella	Bacteria Actinobacteria Actinobacteria_c Micrococcales Microbacteriaceae Zimmermannella	t48
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Micrococcaceae	Glutamicibacter	Bacteria Actinobacteria Actinobacteria_c Micrococcales Micrococcaceae Glutamicibacter	t49
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Micrococcaceae	Kocuria	Bacteria Actinobacteria Actinobacteria_c Micrococcales Micrococcaceae Kocuria	t50
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Micrococcaceae	Micrococcus	Bacteria Actinobacteria Actinobacteria_c Micrococcales Micrococcaceae Micrococcus	t51
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Micrococcaceae		Bacteria Actinobacteria Actinobacteria_c Micrococcales Micrococcaceae NA	t52
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Micrococcaceae	Nesterenkonia	Bacteria Actinobacteria Actinobacteria_c Micrococcales Micrococcaceae Nesterenkonia	t53
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales	Micrococcaceae	Rothia	Bacteria Actinobacteria Actinobacteria_c Micrococcales Micrococcaceae Rothia	t54
Bacteria	Actinobacteria	Actinobacteria_c	Micrococcales			Bacteria Actinobacteria Actinobacteria_c Micrococcales NA NA	t55
Bacteria	Actinobacteria	Actinobacteria_c				Bacteria Actinobacteria Actinobacteria_c NA NA NA	t56
Bacteria	Actinobacteria	Actinobacteria_c	Propionibacteriales	Nocardioidaceae	Nocardioides	Bacteria Actinobacteria Actinobacteria_c Propionibacteriales Nocardioidaceae Nocardioides	t57
Bacteria	Actinobacteria	Actinobacteria_c	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Bacteria Actinobacteria Actinobacteria_c Propionibacteriales Propionibacteriaceae Propionibacterium	t58
Bacteria	Actinobacteria	Actinobacteria_c	Propionibacteriales	Propionibacteriaceae	Propionimicrobium	Bacteria Actinobacteria Actinobacteria_c Propionibacteriales Propionibacteriaceae Propionimicrobium	t59
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	AM277063_g	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae AM277063_g	t60
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	AM277970_g	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae AM277970_g	t61
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae Atopobium	t62
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae Collinsella	t63
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	CP009302_g	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae CP009302_g	t64
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Cryptobacterium	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae Cryptobacterium	t65
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	DQ905324_g	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae DQ905324_g	t66
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	KQ959671_g	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae KQ959671_g	t67
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae NA	t68
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae Olsenella	t69
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalemassilia	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae Senegalemassilia	t70
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	Bacteria Actinobacteria Coriobacteriia Coriobacteriales Coriobacteriaceae Slackia	t71
Bacteria	Actinobacteria	Rubrobacteria	Gaiellales	Gaiellaceae	Gaiella	Bacteria Actinobacteria Rubrobacteria Gaiellales Gaiellaceae Gaiella	t72
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Bacteria Actinobacteria Thermoleophilia Solirubrobacterales Conexibacteraceae Conexibacter	t73
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteria Bacteroidetes Bacteroidia Bacteroidales Bacteroidaceae Bacteroides	t74
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f	AB506391_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f AB506391_g	t75
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f	AM419981_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f AM419981_g	t76
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f	DQ003626_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f DQ003626_g	t77
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f	DQ455995_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f DQ455995_g	t78
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f	EF603735_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f EF603735_g	t79
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f	EU845084_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f EU845084_g	t80
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	EU845084_f		Bacteria Bacteroidetes Bacteroidia Bacteroidales EU845084_f NA	t81
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA	t82
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Bacteria Bacteroidetes Bacteroidia Bacteroidales Odoribacteraceae Butyricimonas	t83
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Bacteria Bacteroidetes Bacteroidia Bacteroidales Odoribacteraceae Odoribacter	t84
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	ADCM_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae ADCM_g	t85
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	AM420159_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae AM420159_g	t86
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Barnesiella	t87
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Coprobacter	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Coprobacter	t88
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Parabacteroides	t89
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Porphyromonas	t90
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Bacteria Bacteroidetes Bacteroidia Bacteroidales Porphyromonadaceae Tannerella	t91
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Alloprevotella	t92
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	FJ363576_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae FJ363576_g	t93
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	FJ440089_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae FJ440089_g	t94
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	GQ451241_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae GQ451241_g	t95
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae		Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae NA	t96
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Paraprevotella	t97
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Bacteria Bacteroidetes Bacteroidia Bacteroidales Prevotellaceae Prevotella	t98
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Bacteria Bacteroidetes Bacteroidia Bacteroidales Rikenellaceae Alistipes	t99
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7_f	DQ824928_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales S24-7_f DQ824928_g	t100
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7_f	EF406806_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales S24-7_f EF406806_g	t101
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7_f	EF602759_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales S24-7_f EF602759_g	t102
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7_f	GU303868_g	Bacteria Bacteroidetes Bacteroidia Bacteroidales S24-7_f GU303868_g	t103
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7_f		Bacteria Bacteroidetes Bacteroidia Bacteroidales S24-7_f NA	t104
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseolinea	Bacteria Bacteroidetes Cytophagia Cytophagales Cytophagaceae Chryseolinea	t105
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Bacteria Bacteroidetes Cytophagia Cytophagales Hymenobacteraceae Hymenobacter	t106
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Crocinitomicaceae	Fluviicola	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Crocinitomicaceae Fluviicola	t107
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Bergeyella	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Bergeyella	t108
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Capnocytophaga	t109
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Chryseobacterium	t110
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Cloacibacterium	t111
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Empedobacter	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Empedobacter	t112
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Epilithonimonas	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Epilithonimonas	t113
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Flavobacterium	t114
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae		Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae NA	t115
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Weeksella	Bacteria Bacteroidetes Flavobacteria Flavobacteriales Flavobacteriaceae Weeksella	t116
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	GU454927_f	GU454927_g	Bacteria Bacteroidetes Flavobacteria Flavobacteriales GU454927_f GU454927_g	t117
Bacteria	Bacteroidetes					Bacteria Bacteroidetes NA NA NA NA	t118
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae		Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Chitinophagaceae NA	t119
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parafilimonas	Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Chitinophagaceae Parafilimonas	t120
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Taibaiella	Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Chitinophagaceae Taibaiella	t121
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Chitinophagaceae Terrimonas	t122
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter	t123
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Pedobacter	t124
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Sphingobacterium	t125
Bacteria	Chlamydiae	Chlamydiae_c	Chlamydiales	Chlamydiaceae	Chlamydia	Bacteria Chlamydiae Chlamydiae_c Chlamydiales Chlamydiaceae Chlamydia	t126
Bacteria	Chlamydiae	Chlamydiae_c	Chlamydiales	Parachlamydiaceae		Bacteria Chlamydiae Chlamydiae_c Chlamydiales Parachlamydiaceae NA	t127
Bacteria	Cyanobacteria	Chroobacteria	Oscillatoriales	Pseudanabaenaceae	EU753634_g	Bacteria Cyanobacteria Chroobacteria Oscillatoriales Pseudanabaenaceae EU753634_g	t128
Bacteria	Cyanobacteria	Chroobacteria	Pleurocapsales	Chroococcidiopsis_f		Bacteria Cyanobacteria Chroobacteria Pleurocapsales Chroococcidiopsis_f NA	t129
Bacteria	Cyanobacteria	JF737898_c	GU174155_o	GU444060_f	GU444060_g	Bacteria Cyanobacteria JF737898_c GU174155_o GU444060_f GU444060_g	t130
Bacteria	Cyanobacteria	JF737898_c	GU174155_o	JN713383_f	JN713383_g	Bacteria Cyanobacteria JF737898_c GU174155_o JN713383_f JN713383_g	t131
